Problem #,Problem,Difficulty,Acceptance,LeetCode URL
3115,Maximum Prime Difference,Medium,59,https://leetcode.com/problems/maximum-prime-difference
3116,Kth Smallest Amount With Single Denomination Combination,Hard,50.6,https://leetcode.com/problems/kth-smallest-amount-with-single-denomination-combination
3117,Minimum Sum of Values by Dividing Array,Hard,28.3,https://leetcode.com/problems/minimum-sum-of-values-by-dividing-array
3118,Friday Purchase III,Medium,55.2,https://leetcode.com/problems/friday-purchase-iii
3119,Maximum Number of Potholes That Can Be Fixed,Medium,53.6,https://leetcode.com/problems/maximum-number-of-potholes-that-can-be-fixed
3120,Count the Number of Special Characters I,Easy,77.1,https://leetcode.com/problems/count-the-number-of-special-characters-i
3121,Count the Number of Special Characters II,Medium,60.3,https://leetcode.com/problems/count-the-number-of-special-characters-ii
3122,Minimum Number of Operations to Satisfy Conditions,Medium,42.1,https://leetcode.com/problems/minimum-number-of-operations-to-satisfy-conditions
3123,Find Edges in Shortest Paths,Hard,46.8,https://leetcode.com/problems/find-edges-in-shortest-paths
3124,Find Longest Calls,Medium,63.8,https://leetcode.com/problems/find-longest-calls
3125,Maximum Number That Makes Result of Bitwise AND Zero,Medium,70.3,https://leetcode.com/problems/maximum-number-that-makes-result-of-bitwise-and-zero
3126,Server Utilization Time,Medium,60.6,https://leetcode.com/problems/server-utilization-time
3127,Make a Square with the Same Color,Easy,53.1,https://leetcode.com/problems/make-a-square-with-the-same-color
3128,Right Triangles,Medium,48.7,https://leetcode.com/problems/right-triangles
3129,Find All Possible Stable Binary Arrays I,Medium,53.4,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-i
3130,Find All Possible Stable Binary Arrays II,Hard,58.5,https://leetcode.com/problems/find-all-possible-stable-binary-arrays-ii
3131,Find the Integer Added to Array I,Easy,82.7,https://leetcode.com/problems/find-the-integer-added-to-array-i
3132,Find the Integer Added to Array II,Medium,33.2,https://leetcode.com/problems/find-the-integer-added-to-array-ii
3133,Minimum Array End,Medium,55.3,https://leetcode.com/problems/minimum-array-end
3134,Find the Median of the Uniqueness Array,Hard,30.1,https://leetcode.com/problems/find-the-median-of-the-uniqueness-array
3135,Equalize Strings by Adding or Removing Characters at Ends,Medium,56.7,https://leetcode.com/problems/equalize-strings-by-adding-or-removing-characters-at-ends
3136,Valid Word,Easy,50.9,https://leetcode.com/problems/valid-word
3137,Minimum Number of Operations to Make Word K-Periodic,Medium,60,https://leetcode.com/problems/minimum-number-of-operations-to-make-word-k-periodic
3138,Minimum Length of Anagram Concatenation,Medium,39.8,https://leetcode.com/problems/minimum-length-of-anagram-concatenation
3139,Minimum Cost to Equalize Array,Hard,18.9,https://leetcode.com/problems/minimum-cost-to-equalize-array
3140,Consecutive Available Seats II,Medium,55.6,https://leetcode.com/problems/consecutive-available-seats-ii
3141,Maximum Hamming Distances,Hard,49.9,https://leetcode.com/problems/maximum-hamming-distances
3142,Check if Grid Satisfies Conditions,Easy,45.6,https://leetcode.com/problems/check-if-grid-satisfies-conditions
3143,Maximum Points Inside the Square,Medium,39.7,https://leetcode.com/problems/maximum-points-inside-the-square
3144,Minimum Substring Partition of Equal Character Frequency,Medium,40.3,https://leetcode.com/problems/minimum-substring-partition-of-equal-character-frequency
3145,Find Products of Elements of Big Array,Hard,24.2,https://leetcode.com/problems/find-products-of-elements-of-big-array
3146,Permutation Difference between Two Strings,Easy,87.5,https://leetcode.com/problems/permutation-difference-between-two-strings
3147,Taking Maximum Energy From the Mystic Dungeon,Medium,60.9,https://leetcode.com/problems/taking-maximum-energy-from-the-mystic-dungeon
3148,Maximum Difference Score in a Grid,Medium,48,https://leetcode.com/problems/maximum-difference-score-in-a-grid
3149,Find the Minimum Cost Array Permutation,Hard,26.5,https://leetcode.com/problems/find-the-minimum-cost-array-permutation
3150,Invalid Tweets II,Easy,85.1,https://leetcode.com/problems/invalid-tweets-ii
3151,Special Array I,Easy,81.4,https://leetcode.com/problems/special-array-i
3152,Special Array II,Medium,45.8,https://leetcode.com/problems/special-array-ii
3153,Sum of Digit Differences of All Pairs,Medium,43,https://leetcode.com/problems/sum-of-digit-differences-of-all-pairs
3154,Find Number of Ways to Reach the K-th Stair,Hard,37.9,https://leetcode.com/problems/find-number-of-ways-to-reach-the-k-th-stair
3155,Maximum Number of Upgradable Servers,Medium,43.8,https://leetcode.com/problems/maximum-number-of-upgradable-servers
3156,Employee Task Duration and Concurrent Tasks,Hard,39.8,https://leetcode.com/problems/employee-task-duration-and-concurrent-tasks
3157,Find the Level of Tree with Minimum Sum,Medium,69.5,https://leetcode.com/problems/find-the-level-of-tree-with-minimum-sum
3158,Find the XOR of Numbers Which Appear Twice,Easy,78.9,https://leetcode.com/problems/find-the-xor-of-numbers-which-appear-twice
3159,Find Occurrences of an Element in an Array,Medium,73.4,https://leetcode.com/problems/find-occurrences-of-an-element-in-an-array
3160,Find the Number of Distinct Colors Among the Balls,Medium,54.1,https://leetcode.com/problems/find-the-number-of-distinct-colors-among-the-balls
3161,Block Placement Queries,Hard,41.1,https://leetcode.com/problems/block-placement-queries
3162,Find the Number of Good Pairs I,Easy,86.1,https://leetcode.com/problems/find-the-number-of-good-pairs-i
3163,String Compression III,Medium,67,https://leetcode.com/problems/string-compression-iii
3164,Find the Number of Good Pairs II,Medium,26.8,https://leetcode.com/problems/find-the-number-of-good-pairs-ii
3165,Maximum Sum of Subsequence With Non-adjacent Elements,Hard,15.9,https://leetcode.com/problems/maximum-sum-of-subsequence-with-non-adjacent-elements
3166,Calculate Parking Fees and Duration,Medium,52.9,https://leetcode.com/problems/calculate-parking-fees-and-duration
3167,Better Compression of String,Medium,75.5,https://leetcode.com/problems/better-compression-of-string
3168,Minimum Number of Chairs in a Waiting Room,Easy,79.2,https://leetcode.com/problems/minimum-number-of-chairs-in-a-waiting-room
3169,Count Days Without Meetings,Medium,48.3,https://leetcode.com/problems/count-days-without-meetings
3170,Lexicographically Minimum String After Removing Stars,Medium,50.9,https://leetcode.com/problems/lexicographically-minimum-string-after-removing-stars
3171,Find Subarray With Bitwise OR Closest to K,Hard,31.1,https://leetcode.com/problems/find-subarray-with-bitwise-or-closest-to-k
3172,Second Day Verification,Easy,66.7,https://leetcode.com/problems/second-day-verification
3173,Bitwise OR of Adjacent Elements,Easy,94.7,https://leetcode.com/problems/bitwise-or-of-adjacent-elements
3174,Clear Digits,Easy,82.7,https://leetcode.com/problems/clear-digits
3175,Find The First Player to win K Games in a Row,Medium,40.2,https://leetcode.com/problems/find-the-first-player-to-win-k-games-in-a-row
3176,Find the Maximum Length of a Good Subsequence I,Medium,33,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-i
3177,Find the Maximum Length of a Good Subsequence II,Hard,25.4,https://leetcode.com/problems/find-the-maximum-length-of-a-good-subsequence-ii
3178,Find the Child Who Has the Ball After K Seconds,Easy,61.8,https://leetcode.com/problems/find-the-child-who-has-the-ball-after-k-seconds
3179,Find the N-th Value After K Seconds,Medium,53.8,https://leetcode.com/problems/find-the-n-th-value-after-k-seconds
3180,Maximum Total Reward Using Operations I,Medium,31.1,https://leetcode.com/problems/maximum-total-reward-using-operations-i
3181,Maximum Total Reward Using Operations II,Hard,22,https://leetcode.com/problems/maximum-total-reward-using-operations-ii
3182,Find Top Scoring Students,Medium,50,https://leetcode.com/problems/find-top-scoring-students
3183,The Number of Ways to Make the Sum,Medium,50.8,https://leetcode.com/problems/the-number-of-ways-to-make-the-sum
3184,Count Pairs That Form a Complete Day I,Easy,77.9,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-i
3185,Count Pairs That Form a Complete Day II,Medium,43.8,https://leetcode.com/problems/count-pairs-that-form-a-complete-day-ii
3186,Maximum Total Damage With Spell Casting,Medium,45,https://leetcode.com/problems/maximum-total-damage-with-spell-casting
3187,Peaks in Array,Hard,28.3,https://leetcode.com/problems/peaks-in-array
3188,Find Top Scoring Students II,Hard,39.9,https://leetcode.com/problems/find-top-scoring-students-ii
3189,Minimum Moves to Get a Peaceful Board,Medium,75.6,https://leetcode.com/problems/minimum-moves-to-get-a-peaceful-board
3190,Find Minimum Operations to Make All Elements Divisible by Three,Easy,90.6,https://leetcode.com/problems/find-minimum-operations-to-make-all-elements-divisible-by-three
3191,Minimum Operations to Make Binary Array Elements Equal to One I,Medium,80.3,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-i
3192,Minimum Operations to Make Binary Array Elements Equal to One II,Medium,64.9,https://leetcode.com/problems/minimum-operations-to-make-binary-array-elements-equal-to-one-ii
3193,Count the Number of Inversions,Hard,31.8,https://leetcode.com/problems/count-the-number-of-inversions
3194,Minimum Average of Smallest and Largest Elements,Easy,85.2,https://leetcode.com/problems/minimum-average-of-smallest-and-largest-elements
3195,Find the Minimum Area to Cover All Ones I,Medium,78,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-i
3196,Maximize Total Cost of Alternating Subarrays,Medium,29.9,https://leetcode.com/problems/maximize-total-cost-of-alternating-subarrays
3197,Find the Minimum Area to Cover All Ones II,Hard,63.2,https://leetcode.com/problems/find-the-minimum-area-to-cover-all-ones-ii
3198,Find Cities in Each State,Easy,79.4,https://leetcode.com/problems/find-cities-in-each-state
3199,Count Triplets with Even XOR Set Bits I,Easy,83.1,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-i
3200,Maximum Height of a Triangle,Easy,44.5,https://leetcode.com/problems/maximum-height-of-a-triangle
3201,Find the Maximum Length of Valid Subsequence I,Medium,54.9,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-i
3202,Find the Maximum Length of Valid Subsequence II,Medium,56.9,https://leetcode.com/problems/find-the-maximum-length-of-valid-subsequence-ii
3203,Find Minimum Diameter After Merging Two Trees,Hard,56.8,https://leetcode.com/problems/find-minimum-diameter-after-merging-two-trees
3204,Bitwise User Permissions Analysis,Medium,92.4,https://leetcode.com/problems/bitwise-user-permissions-analysis
3205,Maximum Array Hopping Score I,Medium,77.1,https://leetcode.com/problems/maximum-array-hopping-score-i
3206,Alternating Groups I,Easy,69,https://leetcode.com/problems/alternating-groups-i
3207,Maximum Points After Enemy Battles,Medium,33.5,https://leetcode.com/problems/maximum-points-after-enemy-battles
3208,Alternating Groups II,Medium,60,https://leetcode.com/problems/alternating-groups-ii
3209,Number of Subarrays With AND Value of K,Hard,35.2,https://leetcode.com/problems/number-of-subarrays-with-and-value-of-k
3210,Find the Encrypted String,Easy,68,https://leetcode.com/problems/find-the-encrypted-string
3211,Generate Binary Strings Without Adjacent Zeros,Medium,88.7,https://leetcode.com/problems/generate-binary-strings-without-adjacent-zeros
3212,Count Submatrices With Equal Frequency of X and Y,Medium,69.5,https://leetcode.com/problems/count-submatrices-with-equal-frequency-of-x-and-y
3213,Construct String with Minimum Cost,Hard,18.8,https://leetcode.com/problems/construct-string-with-minimum-cost
3214,Year on Year Growth Rate,Hard,51.4,https://leetcode.com/problems/year-on-year-growth-rate
3215,Count Triplets with Even XOR Set Bits II,Medium,62.1,https://leetcode.com/problems/count-triplets-with-even-xor-set-bits-ii
3216,Lexicographically Smallest String After a Swap,Easy,54.5,https://leetcode.com/problems/lexicographically-smallest-string-after-a-swap
3217,Delete Nodes From Linked List Present in Array,Medium,69.2,https://leetcode.com/problems/delete-nodes-from-linked-list-present-in-array
3218,Minimum Cost for Cutting Cake I,Medium,58.3,https://leetcode.com/problems/minimum-cost-for-cutting-cake-i
3219,Minimum Cost for Cutting Cake II,Hard,54.2,https://leetcode.com/problems/minimum-cost-for-cutting-cake-ii
3220,Odd and Even Transactions,Medium,68.5,https://leetcode.com/problems/odd-and-even-transactions
3221,Maximum Array Hopping Score II,Medium,60.1,https://leetcode.com/problems/maximum-array-hopping-score-ii
3222,Find the Winning Player in Coin Game,Easy,53.8,https://leetcode.com/problems/find-the-winning-player-in-coin-game
3223,Minimum Length of String After Operations,Medium,74.9,https://leetcode.com/problems/minimum-length-of-string-after-operations
3224,Minimum Array Changes to Make Differences Equal,Medium,24.8,https://leetcode.com/problems/minimum-array-changes-to-make-differences-equal
3225,Maximum Score From Grid Operations,Hard,63.5,https://leetcode.com/problems/maximum-score-from-grid-operations
3226,Number of Bit Changes to Make Two Integers Equal,Easy,63.5,https://leetcode.com/problems/number-of-bit-changes-to-make-two-integers-equal
3227,Vowels Game in a String,Medium,76.9,https://leetcode.com/problems/vowels-game-in-a-string
3228,Maximum Number of Operations to Move Ones to the End,Medium,66.9,https://leetcode.com/problems/maximum-number-of-operations-to-move-ones-to-the-end
3229,Minimum Operations to Make Array Equal to Target,Hard,41.8,https://leetcode.com/problems/minimum-operations-to-make-array-equal-to-target
3230,Customer Purchasing Behavior Analysis,Medium,36.5,https://leetcode.com/problems/customer-purchasing-behavior-analysis
3231,Minimum Number of Increasing Subsequence to Be Removed,Hard,47.6,https://leetcode.com/problems/minimum-number-of-increasing-subsequence-to-be-removed
3232,Find if Digit Game Can Be Won,Easy,81.3,https://leetcode.com/problems/find-if-digit-game-can-be-won
3233,Find the Count of Numbers Which Are Not Special,Medium,28.3,https://leetcode.com/problems/find-the-count-of-numbers-which-are-not-special
3234,Count the Number of Substrings With Dominant Ones,Medium,41.8,https://leetcode.com/problems/count-the-number-of-substrings-with-dominant-ones
3235,Check if the Rectangle Corner Is Reachable,Hard,25.1,https://leetcode.com/problems/check-if-the-rectangle-corner-is-reachable
3236,CEO Subordinate Hierarchy,Hard,69.9,https://leetcode.com/problems/ceo-subordinate-hierarchy
3237,Alt and Tab Simulation,Medium,54.1,https://leetcode.com/problems/alt-and-tab-simulation
3238,Find the Number of Winning Players,Easy,60.4,https://leetcode.com/problems/find-the-number-of-winning-players
3239,Minimum Number of Flips to Make Binary Grid Palindromic I,Medium,74.3,https://leetcode.com/problems/minimum-number-of-flips-to-make-binary-grid-palindromic-i
3240,Minimum Number of Flips to Make Binary Grid Palindromic II,Medium,25.6,https://leetcode.com/problems/minimum-number-of-flips-to-make-binary-grid-palindromic-ii
3241,Time Taken to Mark All Nodes,Hard,28.7,https://leetcode.com/problems/time-taken-to-mark-all-nodes
3242,Design Neighbor Sum Service,Easy,76,https://leetcode.com/problems/design-neighbor-sum-service
3243,Shortest Distance After Road Addition Queries I,Medium,61.9,https://leetcode.com/problems/shortest-distance-after-road-addition-queries-i
3244,Shortest Distance After Road Addition Queries II,Hard,26.8,https://leetcode.com/problems/shortest-distance-after-road-addition-queries-ii
3245,Alternating Groups III,Hard,19.1,https://leetcode.com/problems/alternating-groups-iii
3246,Premier League Table Ranking,Easy,78.6,https://leetcode.com/problems/premier-league-table-ranking
3247,Number of Subsequences with Odd Sum,Medium,47.6,https://leetcode.com/problems/number-of-subsequences-with-odd-sum
3248,Snake in Matrix,Easy,82.5,https://leetcode.com/problems/snake-in-matrix
3249,Count the Number of Good Nodes,Medium,55.1,https://leetcode.com/problems/count-the-number-of-good-nodes
3250,Find the Count of Monotonic Pairs I,Hard,47.1,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-i
3251,Find the Count of Monotonic Pairs II,Hard,24.8,https://leetcode.com/problems/find-the-count-of-monotonic-pairs-ii
3252,Premier League Table Ranking II,Medium,55.8,https://leetcode.com/problems/premier-league-table-ranking-ii
3253,Construct String with Minimum Cost (Easy),Medium,58.7,https://leetcode.com/problems/construct-string-with-minimum-cost-easy
3254,Find the Power of K-Size Subarrays I,Medium,61.9,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-i
3255,Find the Power of K-Size Subarrays II,Medium,31.9,https://leetcode.com/problems/find-the-power-of-k-size-subarrays-ii
3256,Maximum Value Sum by Placing Three Rooks I,Hard,16.8,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-i
3257,Maximum Value Sum by Placing Three Rooks II,Hard,26.1,https://leetcode.com/problems/maximum-value-sum-by-placing-three-rooks-ii
3258,Count Substrings That Satisfy K-Constraint I,Easy,78.7,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-i
3259,Maximum Energy Boost From Two Drinks,Medium,50,https://leetcode.com/problems/maximum-energy-boost-from-two-drinks
3260,Find the Largest Palindrome Divisible by K,Hard,17.3,https://leetcode.com/problems/find-the-largest-palindrome-divisible-by-k
3261,Count Substrings That Satisfy K-Constraint II,Hard,23.9,https://leetcode.com/problems/count-substrings-that-satisfy-k-constraint-ii
3262,Find Overlapping Shifts,Medium,57.9,https://leetcode.com/problems/find-overlapping-shifts
3263,Convert Doubly Linked List to Array I,Easy,94.8,https://leetcode.com/problems/convert-doubly-linked-list-to-array-i
3264,Final Array State After K Multiplication Operations I,Easy,86.7,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-i
3265,Count Almost Equal Pairs I,Medium,38.3,https://leetcode.com/problems/count-almost-equal-pairs-i
3266,Final Array State After K Multiplication Operations II,Hard,13.8,https://leetcode.com/problems/final-array-state-after-k-multiplication-operations-ii
3267,Count Almost Equal Pairs II,Hard,27.5,https://leetcode.com/problems/count-almost-equal-pairs-ii
3268,Find Overlapping Shifts II,Hard,55.9,https://leetcode.com/problems/find-overlapping-shifts-ii
3269,Constructing Two Increasing Arrays,Hard,62,https://leetcode.com/problems/constructing-two-increasing-arrays
3270,Find the Key of the Numbers,Easy,76,https://leetcode.com/problems/find-the-key-of-the-numbers
3271,Hash Divided String,Medium,83.5,https://leetcode.com/problems/hash-divided-string
3272,Find the Count of Good Integers,Hard,69.3,https://leetcode.com/problems/find-the-count-of-good-integers
3273,Minimum Amount of Damage Dealt to Bob,Hard,39.5,https://leetcode.com/problems/minimum-amount-of-damage-dealt-to-bob
3274,Check if Two Chessboard Squares Have the Same Color,Easy,72.3,https://leetcode.com/problems/check-if-two-chessboard-squares-have-the-same-color
3275,K-th Nearest Obstacle Queries,Medium,49,https://leetcode.com/problems/k-th-nearest-obstacle-queries
3276,Select Cells in Grid With Maximum Score,Hard,16,https://leetcode.com/problems/select-cells-in-grid-with-maximum-score
3277,Maximum XOR Score Subarray Queries,Hard,43.1,https://leetcode.com/problems/maximum-xor-score-subarray-queries
3278,Find Candidates for Data Scientist Position II,Medium,43.3,https://leetcode.com/problems/find-candidates-for-data-scientist-position-ii
3279,Maximum Total Area Occupied by Pistons,Hard,41.1,https://leetcode.com/problems/maximum-total-area-occupied-by-pistons
3280,Convert Date to Binary,Easy,88.6,https://leetcode.com/problems/convert-date-to-binary
3281,Maximize Score of Numbers in Ranges,Medium,35.7,https://leetcode.com/problems/maximize-score-of-numbers-in-ranges
3282,Reach End of Array With Max Score,Medium,33.8,https://leetcode.com/problems/reach-end-of-array-with-max-score
3283,Maximum Number of Moves to Kill All Pawns,Hard,33.7,https://leetcode.com/problems/maximum-number-of-moves-to-kill-all-pawns
3284,Sum of Consecutive Subarrays,Medium,43.2,https://leetcode.com/problems/sum-of-consecutive-subarrays
3285,Find Indices of Stable Mountains,Easy,86.5,https://leetcode.com/problems/find-indices-of-stable-mountains
3286,Find a Safe Walk Through a Grid,Medium,55.4,https://leetcode.com/problems/find-a-safe-walk-through-a-grid
3287,Find the Maximum Sequence Value of Array,Hard,22.1,https://leetcode.com/problems/find-the-maximum-sequence-value-of-array
3288,Length of the Longest Increasing Path,Hard,19.6,https://leetcode.com/problems/length-of-the-longest-increasing-path
3289,The Two Sneaky Numbers of Digitville,Easy,89.6,https://leetcode.com/problems/the-two-sneaky-numbers-of-digitville
3290,Maximum Multiplication Score,Medium,41.2,https://leetcode.com/problems/maximum-multiplication-score
3291,Minimum Number of Valid Strings to Form Target I,Medium,22.4,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-i
3292,Minimum Number of Valid Strings to Form Target II,Hard,20.7,https://leetcode.com/problems/minimum-number-of-valid-strings-to-form-target-ii
3293,Calculate Product Final Price,Medium,78.7,https://leetcode.com/problems/calculate-product-final-price
3294,Convert Doubly Linked List to Array II,Medium,83.2,https://leetcode.com/problems/convert-doubly-linked-list-to-array-ii
3295,Report Spam Message,Medium,48.7,https://leetcode.com/problems/report-spam-message
3296,Minimum Number of Seconds to Make Mountain Height Zero,Medium,58.3,https://leetcode.com/problems/minimum-number-of-seconds-to-make-mountain-height-zero
3297,Count Substrings That Can Be Rearranged to Contain a String I,Medium,43,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-i
3298,Count Substrings That Can Be Rearranged to Contain a String II,Hard,55.2,https://leetcode.com/problems/count-substrings-that-can-be-rearranged-to-contain-a-string-ii
3299,Sum of Consecutive Subsequences,Hard,44.9,https://leetcode.com/problems/sum-of-consecutive-subsequences
3300,Minimum Element After Replacement With Digit Sum,Easy,89.3,https://leetcode.com/problems/minimum-element-after-replacement-with-digit-sum
3301,Maximize the Total Height of Unique Towers,Medium,37.7,https://leetcode.com/problems/maximize-the-total-height-of-unique-towers
3302,Find the Lexicographically Smallest Valid Sequence,Medium,57.4,https://leetcode.com/problems/find-the-lexicographically-smallest-valid-sequence
3303,Find the Occurrence of First Almost Equal Substring,Hard,16,https://leetcode.com/problems/find-the-occurrence-of-first-almost-equal-substring
3304,Find the K-th Character in String Game I,Easy,81.6,https://leetcode.com/problems/find-the-k-th-character-in-string-game-i
3305,Count of Substrings Containing Every Vowel and K Consonants I,Medium,41.9,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-i
3306,Count of Substrings Containing Every Vowel and K Consonants II,Medium,40.7,https://leetcode.com/problems/count-of-substrings-containing-every-vowel-and-k-consonants-ii
3307,Find the K-th Character in String Game II,Hard,48.2,https://leetcode.com/problems/find-the-k-th-character-in-string-game-ii
3308,Find Top Performing Driver,Medium,49,https://leetcode.com/problems/find-top-performing-driver
3309,Maximum Possible Number by Binary Concatenation,Medium,64.9,https://leetcode.com/problems/maximum-possible-number-by-binary-concatenation
3310,Remove Methods From Project,Medium,69.9,https://leetcode.com/problems/remove-methods-from-project
3311,Construct 2D Grid Matching Graph Layout,Hard,29.2,https://leetcode.com/problems/construct-2d-grid-matching-graph-layout
3312,Sorted GCD Pair Queries,Hard,58.2,https://leetcode.com/problems/sorted-gcd-pair-queries
3313,Find the Last Marked Nodes in Tree,Hard,56.9,https://leetcode.com/problems/find-the-last-marked-nodes-in-tree
3314,Construct the Minimum Bitwise Array I,Easy,85,https://leetcode.com/problems/construct-the-minimum-bitwise-array-i
3315,Construct the Minimum Bitwise Array II,Medium,66.3,https://leetcode.com/problems/construct-the-minimum-bitwise-array-ii
3316,Find Maximum Removals From Source String,Medium,39,https://leetcode.com/problems/find-maximum-removals-from-source-string
3317,Find the Number of Possible Ways for an Event,Hard,34.7,https://leetcode.com/problems/find-the-number-of-possible-ways-for-an-event
3318,Find X-Sum of All K-Long Subarrays I,Easy,75.8,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-i
3319,K-th Largest Perfect Subtree Size in Binary Tree,Medium,61.7,https://leetcode.com/problems/k-th-largest-perfect-subtree-size-in-binary-tree
3320,Count The Number of Winning Sequences,Hard,32.2,https://leetcode.com/problems/count-the-number-of-winning-sequences
3321,Find X-Sum of All K-Long Subarrays II,Hard,41.1,https://leetcode.com/problems/find-x-sum-of-all-k-long-subarrays-ii
3322,Premier League Table Ranking III,Medium,70.5,https://leetcode.com/problems/premier-league-table-ranking-iii
3323,Minimize Connected Groups by Inserting Interval,Medium,50.5,https://leetcode.com/problems/minimize-connected-groups-by-inserting-interval
3324,Find the Sequence of Strings Appeared on the Screen,Medium,79.6,https://leetcode.com/problems/find-the-sequence-of-strings-appeared-on-the-screen
3325,Count Substrings With K-Frequency Characters I,Medium,56.1,https://leetcode.com/problems/count-substrings-with-k-frequency-characters-i
3326,Minimum Division Operations to Make Array Non Decreasing,Medium,29.3,https://leetcode.com/problems/minimum-division-operations-to-make-array-non-decreasing
3327,Check if DFS Strings Are Palindromes,Hard,21,https://leetcode.com/problems/check-if-dfs-strings-are-palindromes
3328,Find Cities in Each State II,Medium,66.5,https://leetcode.com/problems/find-cities-in-each-state-ii
3329,Count Substrings With K-Frequency Characters II,Hard,72.2,https://leetcode.com/problems/count-substrings-with-k-frequency-characters-ii
3330,Find the Original Typed String I,Easy,71.9,https://leetcode.com/problems/find-the-original-typed-string-i
3331,Find Subtree Sizes After Changes,Medium,52.8,https://leetcode.com/problems/find-subtree-sizes-after-changes
3332,Maximum Points Tourist Can Earn,Medium,47.5,https://leetcode.com/problems/maximum-points-tourist-can-earn
3333,Find the Original Typed String II,Hard,45.2,https://leetcode.com/problems/find-the-original-typed-string-ii
3334,Find the Maximum Factor Score of Array,Medium,41,https://leetcode.com/problems/find-the-maximum-factor-score-of-array
3335,Total Characters in String After Transformations I,Medium,45.5,https://leetcode.com/problems/total-characters-in-string-after-transformations-i
3336,Find the Number of Subsequences With Equal GCD,Hard,66.3,https://leetcode.com/problems/find-the-number-of-subsequences-with-equal-gcd
3337,Total Characters in String After Transformations II,Hard,57.6,https://leetcode.com/problems/total-characters-in-string-after-transformations-ii
3338,Second Highest Salary II,Medium,86.1,https://leetcode.com/problems/second-highest-salary-ii
3339,Find the Number of K-Even Arrays,Medium,61.6,https://leetcode.com/problems/find-the-number-of-k-even-arrays
3340,Check Balanced String,Easy,82.5,https://leetcode.com/problems/check-balanced-string
3341,Find Minimum Time to Reach Last Room I,Medium,55.3,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-i
3342,Find Minimum Time to Reach Last Room II,Medium,67.3,https://leetcode.com/problems/find-minimum-time-to-reach-last-room-ii
3343,Count Number of Balanced Permutations,Hard,48.7,https://leetcode.com/problems/count-number-of-balanced-permutations
3344,Maximum Sized Array,Medium,51.2,https://leetcode.com/problems/maximum-sized-array
3345,Smallest Divisible Digit Product I,Easy,73,https://leetcode.com/problems/smallest-divisible-digit-product-i
3346,Maximum Frequency of an Element After Performing Operations I,Medium,40.2,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-i
3347,Maximum Frequency of an Element After Performing Operations II,Hard,53.6,https://leetcode.com/problems/maximum-frequency-of-an-element-after-performing-operations-ii
3348,Smallest Divisible Digit Product II,Hard,45.2,https://leetcode.com/problems/smallest-divisible-digit-product-ii
3349,Adjacent Increasing Subarrays Detection I,Easy,48,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-i
3350,Adjacent Increasing Subarrays Detection II,Medium,58.9,https://leetcode.com/problems/adjacent-increasing-subarrays-detection-ii
3351,Sum of Good Subsequences,Hard,31,https://leetcode.com/problems/sum-of-good-subsequences
3352,Count K-Reducible Numbers Less Than N,Hard,27.9,https://leetcode.com/problems/count-k-reducible-numbers-less-than-n
3353,Minimum Total Operations,Easy,63.5,https://leetcode.com/problems/minimum-total-operations
3354,Make Array Elements Equal to Zero,Easy,68.1,https://leetcode.com/problems/make-array-elements-equal-to-zero
3355,Zero Array Transformation I,Medium,54.5,https://leetcode.com/problems/zero-array-transformation-i
3356,Zero Array Transformation II,Medium,43.5,https://leetcode.com/problems/zero-array-transformation-ii
3357,Minimize the Maximum Adjacent Element Difference,Hard,20.3,https://leetcode.com/problems/minimize-the-maximum-adjacent-element-difference
3358,Books with NULL Ratings,Easy,82,https://leetcode.com/problems/books-with-null-ratings
3359,Find Sorted Submatrices With Maximum Element at Most K,Hard,52,https://leetcode.com/problems/find-sorted-submatrices-with-maximum-element-at-most-k
3360,Stone Removal Game,Easy,43,https://leetcode.com/problems/stone-removal-game
3361,Shift Distance Between Two Strings,Medium,52.9,https://leetcode.com/problems/shift-distance-between-two-strings
3362,Zero Array Transformation III,Medium,54.4,https://leetcode.com/problems/zero-array-transformation-iii
3363,Find the Maximum Number of Fruits Collected,Hard,64.6,https://leetcode.com/problems/find-the-maximum-number-of-fruits-collected
3364,Minimum Positive Sum Subarray,Easy,45.2,https://leetcode.com/problems/minimum-positive-sum-subarray
